??  Dicionário Santome/Português — Araujo & Hagemeijer (2013)  ·  Extraído automaticamente,,,,,,,,
"Fonte: Dicionário livre Santome/Português · Gabriel Antunes de Araujo (USP/CNPq) & Tjerk Hagemeijer (U. Lisboa) · Hedra, 2013 · ~8500 entradas",,,,,,,,
Palavra Santome,Fonética,Categoria,Variante,Tradução PT,Frase (Santome),Frase (Português),Fonte,URL Áudio
tlezantonte,[?tl?z???t?t??],Advérbio,Forro (Santome),trás-anteonten. tôli[?toli](n.)Torre.,,,Araujo & Hagemeijer (2013),
tlezanu-pasadu,[?tl?zanu pa?sadu],Advérbio,Forro (Santome),Há dois toma[t??ma](v.) 1.Pegar. 2.Receber. 3.Retirar.,,,Araujo & Hagemeijer (2013),
tlêzê,[?tleze],Numeral,Forro (Santome),Treze. tomadu[t??madu](adj.) 1.Bêbado. 2.Enfeitiçado.,,,Araujo & Hagemeijer (2013),
tlezentu,[tl??z?t?u],Numeral,Forro (Santome),Trezentos. 3.Tomado.,,,Araujo & Hagemeijer (2013),
tliatu,[tli?atu],Substantivo,Forro (Santome),Teatro. tomafôsa[t??ma?fosa](expr.)Recuperar-se.,,,Araujo & Hagemeijer (2013),
tligi,[?tligi],Substantivo,Forro (Santome),Tigre. tomakinjila[t??mak???ila](expr.)Desrespeitar.,,,Araujo & Hagemeijer (2013),
tligi-mwala,[?tligi?mwala],Substantivo,Forro (Santome),Tigresa. tomakôlôdixi[t??ma?kolo?di?i](expr.)Ressurgir.,,,Araujo & Hagemeijer (2013),
tligu,[?tligu],Substantivo,Forro (Santome),Trigo. toma mina [t??ma ?mina] (expr.),,,Araujo & Hagemeijer (2013),
tlinku,[?tl?ku],Substantivo,Forro (Santome),Trinco. 2.Amigar. 3.Casar.,,,Araujo & Hagemeijer (2013),
tlinta,[?tl?ta],Numeral,Forro (Santome),Trinta. toma mwala[t??ma?mwala](expr.) 1.Amantizar.,,,Araujo & Hagemeijer (2013),
tlokadu,[tl??kadu],Substantivo,Forro (Santome),Trocado. ton[?tõ](n.)Tom.,,,Araujo & Hagemeijer (2013),
tloku,[?tl?ku],Substantivo,Forro (Santome),Troco. ton[?tõ](v.)1.Pegar. 2.Receber.Cf.toma.,,,Araujo & Hagemeijer (2013),
tlomentu,[tl??m?t?u],Substantivo,Forro (Santome),Barulho. 2.Desordem. tônêla[to?nela](n.)Torneira.,,,Araujo & Hagemeijer (2013),
tlosa,[?tl?sa],Substantivo,Forro (Santome),Trouxaderoupa. tonfonsu[tõ?fõsu](n.) Tonfonsu. Adenostemmaper-,,,Araujo & Hagemeijer (2013),
tlôsê,[tlo?se],Verbo,Forro (Santome),Torcer. rottetii.,,,Araujo & Hagemeijer (2013),
tlotlo,[tl??tl?],Verbo,Forro (Santome),Economizar. 2.Poupar. tonga[?tõga](n.) Tonga. Descendentedostrabalha-,,,Araujo & Hagemeijer (2013),
tlovada,[tl??vada],Substantivo,Forro (Santome),Chuvaforte. 2.Tempestade. dorescontratados.,,,Araujo & Hagemeijer (2013),
tlovu,[?tl?vu],Substantivo,Forro (Santome),Dentedeserra. 2.Lâminadeser- perrottetii.,,,Araujo & Hagemeijer (2013),
ra. toniku,[?t?niku],Substantivo,Forro (Santome),Tônico. 2.Xarope.,,,Araujo & Hagemeijer (2013),
tlôxidu,[tlo??idu],Adjetivo,Forro (Santome),Torcido. tonitoni[?tõni?tõni](n.)1.Feridasnapele. 2.Reação,,,Araujo & Hagemeijer (2013),
tlubon-tunha,[tlu?bõ?t??a],Substantivo,Forro (Santome),Tubarão(espécie). tono[t??n?](v.)1.Beliscar. 2.Esmigalhar. 3.Espi-,,,Araujo & Hagemeijer (2013),
tlubuladu,[tlubu?ladu],Adjetivo,Forro (Santome),Agitado. 2.Atribula- caçar. 4.Picar. 5.Tirarumpedaço.,,,Araujo & Hagemeijer (2013),
tlubutu-boka,[tlu?butu?b?ka],Substantivo,Forro (Santome),Afta. toson[t??s?]? (n.)1.Dinheiro. 2.Tostão.,,,Araujo & Hagemeijer (2013),
tluki-sun-dêsu,[?tluki?s??desu],Substantivo,Forro (Santome),Truqui. Prinia tota[t??ta](v.)1.Entortar(-se). 2.Virar.,Truqui,Prinia tota[t??ta](v.,Araujo & Hagemeijer (2013),
molleri. toto,[?t?t?],Adjetivo,Forro (Santome),Torto.,,,Araujo & Hagemeijer (2013),
tlundu,[?tl?du],Substantivo,Forro (Santome),Carnaval. 2.Entrudo. toto[t??t?](n.)Vagina.,,,Araujo & Hagemeijer (2013),
tlunfu,[?tl?fu],Substantivo,Forro (Santome),Triunfo. tôtô[to?to](adj.)1.Anão. 2.Baixo. 3.Pequeno.,,,Araujo & Hagemeijer (2013),
tlusêlu,[tlu?selu],Adjetivo,Forro (Santome),Terceiro. tôwôtôwô[to?woto?wo](adj.)1.Estouvado. 2.Preci-,,,Araujo & Hagemeijer (2013),
tluxi,[?tlu?i],Substantivo,Forro (Santome),Cueca. pitado.,,,Araujo & Hagemeijer (2013),
to,[?t?],Verbo,Forro (Santome),Bicar. 2.Gotejar.3.Pingar. toxa[?t??a](n.)1.Candeeiro. 2.Lamparina. 3.To-,,,Araujo & Hagemeijer (2013),
tobo,[?t?b?],Substantivo,Forro (Santome),Izaquente. cha.,,,Araujo & Hagemeijer (2013),
tôdô,[?todo],Substantivo,Forro (Santome),Períodopós-partoemqueamu- toxi[?t??i](n.)Tosse.,,,Araujo & Hagemeijer (2013),
lhertradicionalmentenãosaidecasaduranteoitodi- toxi,[t???i],Verbo,Forro (Santome),Tossir.,,,Araujo & Hagemeijer (2013),
tôdô-santu,[?todo?s?t?u],Substantivo,Forro (Santome),Todos-os-Santos. Êlêtudaxikakume.Eletambémcomerá.,,,Araujo & Hagemeijer (2013),
toka,[t??ka],Verbo,Forro (Santome),Bebermuito. 2.Cabera.3.Deve- tudaxi[tuda??i](indef.)Tudo.Bôkabapagatudaxi.,,,Araujo & Hagemeijer (2013),
tokadô,[t?ka?do],Substantivo,Forro (Santome),Músico. 2.Tocador. tudaxi[tuda??i](quant.)Todo.Sodetudaxibedinen.,,,Araujo & Hagemeijer (2013),
tokadu,[t??kadu],Adjetivo,Forro (Santome),Tocado. Ossoldadostodosforam-seembora.,Tocado,Ossoldadostodosforam-seembora.,Araujo & Hagemeijer (2013),
toki,[?t?ki],Substantivo,Forro (Santome),Música. 2.Ritmomusical. 3.To- tudu[?tudu](indef.)Tudo.,,,Araujo & Hagemeijer (2013),
que. tudu,[?tudu],Quantificador,Forro (Santome),Todo.,,,Araujo & Hagemeijer (2013),
tôkô,[?toko],Substantivo,Forro (Santome),Pedacinho. 2.Toco. 3.Tronco. tudumodu[?tudu?m?du](adv.)Aomenos.,,,Araujo & Hagemeijer (2013),
tola,[?t?la],Substantivo,Forro (Santome),Tora. tufu[?tufu](n.)Estocada.,,,Araujo & Hagemeijer (2013),
tufu,[tu?fu],Verbo,Forro (Santome),Copularrapidamente. 2.Enfiar. bananamadurapisadaefarinhademilho.Cf.kafun-,,,Araujo & Hagemeijer (2013),
tugu,[tu?gu],Verbo,Forro (Santome),Agitar. 2.Bulir. 3.Complicar. txika[t?i?ka](n.)Palmadasamigáveis.,,,Araujo & Hagemeijer (2013),
tugudu,[tu?gudu],Adjetivo,Forro (Santome),Agitado. 2.Bravo. txila awa[t?i?la?awa](expr.) 1.Atingiroorgasmo.,,,Araujo & Hagemeijer (2013),
tuji,[tu??i],Verbo,Forro (Santome),Mexer. 2.Tugir. 2.Gozar.,,,Araujo & Hagemeijer (2013),
tula,[?tula],Advérbio,Forro (Santome),Bastante. txiladô-ventoza[t?ila?dov???t?za](n.)Txiladô-ventoza.,,,Araujo & Hagemeijer (2013),
tumatu,[tu?matu],Substantivo,Forro (Santome),Tomate. Lycopersicumescu- sa.,Tomate,Lycopersicumescu- sa.,Araujo & Hagemeijer (2013),
lentum. txiladu,[t?i?ladu],Adjetivo,Forro (Santome),Tirado.,,,Araujo & Hagemeijer (2013),
tumbu,[t??bu],Substantivo,Forro (Santome),Cheirodesagradável. 2.Poei- txilalema[t?i?la?l?ma](expr.)Provar.,,,Araujo & Hagemeijer (2013),
ra. txilasemplu,[t?i?la?s?p?lu],Expressão,Forro (Santome),Satirizar.,,,Araujo & Hagemeijer (2013),
tumba,[?t?ba],Substantivo,Forro (Santome),Tumba. 2.Túmulo. txila ventoza[t?i?lav???t?za](expr.) Sangrar. Fazer,,,Araujo & Hagemeijer (2013),
tunga,[t??ga],Verbo,Forro (Santome),Atiçar. 2.Convidar.3.Estimu- umasangriaterapêutica.,,,Araujo & Hagemeijer (2013),
lar. txilavesu,[t?i?la?v?su],Expressão,Forro (Santome),Caluniar. 2.Depreci-,,,Araujo & Hagemeijer (2013),
tunha,[t???a],Substantivo,Forro (Santome),Golfinho. aralguémnumacanção.,,,Araujo & Hagemeijer (2013),
tuntuntun,[t?t??t?],Adjetivo,Forro (Santome),Desconcentrado. 2.Dis- txili[?t?ili](n.)Bocadinho.Cf.txilitxoko.,,,Araujo & Hagemeijer (2013),
traído. txilitxili,[?t?ili?t?ili],Substantivo,Forro (Santome),Olho-branco-pequenodeSão,,,Araujo & Hagemeijer (2013),
tunxadu,[t???adu],Adjetivo,Forro (Santome),Farto. Tomé.Zosteropsfeae.,Farto,Tomé.,Araujo & Hagemeijer (2013),
tutana,[tu?tana],Substantivo,Forro (Santome),Cérebro. txilitxoko[?t?ili?t??k?](n.)Bocadinho.,,,Araujo & Hagemeijer (2013),
tutu,[tu?tu],Substantivo,Forro (Santome),Fezes. txiloli[?t?il?li](n.)Tchiloli.Representaçãodoconflito,,,Araujo & Hagemeijer (2013),
tutubi,[tutu?bi],Substantivo,Forro (Santome),Criançada. 2.Crianças. Valdevinos.,Crianças,Valdevinos.,Araujo & Hagemeijer (2013),
twa,[?twa],Advérbio,Forro (Santome),Diretamente. tximbadu[t???badu](adj.)1.Imóvel. 2.Inábil. 3.Pa-,,,Araujo & Hagemeijer (2013),
twatwa,[twa?twa],Substantivo,Forro (Santome),Malaguetapequena.Capsicum tximbôtô[t???boto](n.) 1.Desajeitado. 2.Idiota.,,,Araujo & Hagemeijer (2013),
txanga,[t????ga],Substantivo,Forro (Santome),Instrumentodepescaparaapa- txintxin[t???t??](id.) 1.Cf. begatxintxin. 2.Cf.,,,Araujo & Hagemeijer (2013),
txe,[?t??],Ideofone,Forro (Santome),Cf.labadutxe. txintxin[t???t??](n.)Txintxin.Stegastesimbricatus.,,,Araujo & Hagemeijer (2013),
txeketxeke,[t???k?t???k?],Adjetivo,Forro (Santome),Franzino. txintxintxin[t??t???t??](id.)Cf.djinatxintxintxin.,,,Araujo & Hagemeijer (2013),
txentxa,[t???t?a],Verbo,Forro (Santome),Poupar. 2.Economizar. Thomasophantessanctithomae.,Economizar,Thomasophantessanctithomae.,Araujo & Hagemeijer (2013),
txetxetxe,[t??t???t??],Ideofone,Forro (Santome),Cf.fudutxetxetxe. txisa[t?i?sa](v.)Atiçar.,,,Araujo & Hagemeijer (2013),
txi,[?t?i],Substantivo,Forro (Santome),Tio. txita[?t?ita](n.)Corrimento.,,,Araujo & Hagemeijer (2013),
txibadu,[t?i?badu],Adjetivo,Forro (Santome),Baço. 2.Encardido. txitu[?t?itu](n.)Título.,,,Araujo & Hagemeijer (2013),
txibi,[?t?ibi],Advérbio,Forro (Santome),Assim-assim. 2.Maisoumenos. txizola[t?i?z?la](n.)Tesoura.,,,Araujo & Hagemeijer (2013),
Cf.txibitxibi. txizolo,[t?i?z?l?],Substantivo,Forro (Santome),Tesouro.,,,Araujo & Hagemeijer (2013),
txibitxibi,[?t?ibi?t?ibi],Advérbio,Forro (Santome),Assim-assim. 2.Mais txofodu[t???f?du](adj.)1.Furado. 2.Perfurado.,,,Araujo & Hagemeijer (2013),
oumenos. txoko,[?t??k?],Adjetivo,Forro (Santome),Pequenino. 2.Pequeno.,,,Araujo & Hagemeijer (2013),
txibitxobo,[t?ibi?t??b?],Advérbio,Forro (Santome),Assim-assim. txonzu?[t?õzu](adj.)Mofino.,,,Araujo & Hagemeijer (2013),
txifina,[?t?ifina],Substantivo,Forro (Santome),Acicate. 2.Instigação. txonzu?[t?õzu](n.)1.Garça-de-cabeça-negra.Butori-,,,Araujo & Hagemeijer (2013),
txifungu,[t?i?f?gu],Substantivo,Forro (Santome),Alimentopreparadoàbasede desstriatus. 2.Mofino.,,,Araujo & Hagemeijer (2013),
data.Estoucommuitafebre. uluba,[?uluba],Substantivo,Forro (Santome),Terçol.,,,Araujo & Hagemeijer (2013),
puza.Játenhoalgunscopos. ulwa,[?ulwa],Substantivo,Forro (Santome),Bananeira-de-leque.Ravenalama-,,,Araujo & Hagemeijer (2013),
ubaga,[u?baga],Substantivo,Forro (Santome),Panela. umida[?umida](n.)Nevoeiro.,,,Araujo & Hagemeijer (2013),
ubaga-plelele,[u?bagapl?l??l?],Substantivo,Forro (Santome),Caçarola. 2.Ta- umpete[??p?t?](n.)Remela.Cf.impete.,,,Araujo & Hagemeijer (2013),
u u n b b is w w . a ê m,[?u i[ b u w ?b e w],a n m .,Forro (Santome),i] 1 ( . n C .) au B le o . ch 2 e . c C h o a. rpohumano. 3.Pê- s u u o p n p a u h [ [ y ? u u ll ? p n u a u m ] ] a ( ( i a f d r d . i ) j c .) a C n f 1 . u . m d D e . e n sp tx id i o u . pa 2,,,Araujo & Hagemeijer (2013),
ubwê-betu,[?ubwe?b?tu],Adjetivo,Forro (Santome),Desandado. 2.Des- upa[?upa](n.)Paina.,,,Araujo & Hagemeijer (2013),
ligado. uswa,[?uswa],Substantivo,Forro (Santome),Vinhodepalmafermentado.,,,Araujo & Hagemeijer (2013),
ubwê-mwala,[?ubwe?mwala],Substantivo,Forro (Santome),Vagina. utu[u?tu](n.) 1.Bolor. 2.Cogumelo. 3.Mofo.,,,Araujo & Hagemeijer (2013),
uexti,[u???ti],Substantivo,Forro (Santome),Oeste. 4.Musgo.,,,Araujo & Hagemeijer (2013),
uku,[?uku],Substantivo,Forro (Santome),Lixo. 2.Sujidade. uva[?uva](n.)Uva.,,,Araujo & Hagemeijer (2013),
ukwe,[?ukw?],Substantivo,Forro (Santome),Bago. 2.Dragão.Personagemdo uxidu[u??idu](adj.)1.Agitado. 2.Mexido. 3.Mistu-,,,Araujo & Hagemeijer (2013),
ukwêtê,[ukwe?te],Substantivo,Forro (Santome),Ukwêtê.Palisotapedicillata. badense.,,,Araujo & Hagemeijer (2013),
Costusafer. uzadu,[u?zadu],Adjetivo,Forro (Santome),Usado.,,,Araujo & Hagemeijer (2013),
va,[?va],Verbo,Forro (Santome),Rachar. ve-kwa[?v??kwa](n.)1.Resto. 2.Trapo.,,,Araujo & Hagemeijer (2013),
vadjin,[va?d??],Adjetivo,Forro (Santome),Vadio. 2.Vão. vela[?v?la](n.)Vela.,,,Araujo & Hagemeijer (2013),
vadô,[va?do],Substantivo,Forro (Santome),Peixe-voador.Cheilopogonmela- veludu[v??ludu](n.)1.Veludo. 2.Veludu.Trichilia,,,Araujo & Hagemeijer (2013),
vadô-guya,[va?do?guja],Substantivo,Forro (Santome),Peixe-voador-agulha. vendê[?v?de](n.)Loja.,,,Araujo & Hagemeijer (2013),
vadô-panha,[va?dopã??a],Substantivo,Forro (Santome),Peixe-voador.Cheilo- venena[v?n??na](v.)Envenenar.,,,Araujo & Hagemeijer (2013),
pogonmelanurus. venenadu,[v?n??nadu],Verbo,Forro (Santome),Envenenado.,,,Araujo & Hagemeijer (2013),
vadu,[?vadu],Adjetivo,Forro (Santome),Aberto. 2.Rachado. venenu[v??n?nu](n.)Veneno.,,,Araujo & Hagemeijer (2013),
vagudu,[?vagudu],Substantivo,Forro (Santome),Desmaio. 2.Fraqueza. venka[v???ka](n.)Avenca.Adiantumraddianum.,,,Araujo & Hagemeijer (2013),
vaji,[?va?i],Substantivo,Forro (Santome),Grota. 2.Limitedaroça. vensê[v??se](v.)1.Ganhar. 2.Vencer.,,,Araujo & Hagemeijer (2013),
vajin,[va???],Adjetivo,Forro (Santome),Inútil. 2.Vadio. 3.Vão. Cf. vensêmentu[v?se?m?tu](n.) 1.Salário. 2.Venci-,Vão,Cf.,Araujo & Hagemeijer (2013),
vala,[?vala],Substantivo,Forro (Santome),Açoite. 2.Vala.3.Vara. venta[v???ta](n.)Cigarro.,,,Araujo & Hagemeijer (2013),
valadu,[va?ladu],Substantivo,Forro (Santome),Valado. ventoza[v???t?za](n.)Ventosa.Cf.txilaventoza.,,,Araujo & Hagemeijer (2013),
vala-kazê,[?valaka?ze],Substantivo,Forro (Santome),Carrapichão.Desmodium ventozu[v???t?zu](adj.)Ventoso.,,,Araujo & Hagemeijer (2013),
incanum. ventu,[?v?t?u],Substantivo,Forro (Santome),Vento.,,,Araujo & Hagemeijer (2013),
valanda,[va?l?d? a],Substantivo,Forro (Santome),Varanda. venxa[?v???a](n.)1.Amante. 2.Amásia. 3.Concubi-,,,Araujo & Hagemeijer (2013),
vala-ple,[?vala?pl?],Substantivo,Forro (Santome),Vara-da-praia.Turraeavoge- na.Cf.vivenxa.,,,Araujo & Hagemeijer (2013),
lii. vesu,[?v?su],Substantivo,Forro (Santome),Expressãoidiomática. 2.Máxima.,,,Araujo & Hagemeijer (2013),
valapo,[vala?p?],Substantivo,Forro (Santome),Varapau. 3.Provérbio.4.Sátira.5.Verso.,,,Araujo & Hagemeijer (2013),
valê,[va?le],Verbo,Forro (Santome),Acudir. 2.Ajudar. 3.Socorrer. ve-tlapu[?v??tlapu](n.)Trapo.,,,Araujo & Hagemeijer (2013),
valeta,[va?l?ta],Substantivo,Forro (Santome),Valeta. vida[?vida](n.)Vida.,,,Araujo & Hagemeijer (2013),
valha,[va??a],Verbo,Forro (Santome),Variar. vidja[vi?d?a](v.)Vigiar.,,,Araujo & Hagemeijer (2013),
valu,[?valu],Substantivo,Forro (Santome),Vale. vidjadu[vi?d?adu](adj.)Vigiado.,,,Araujo & Hagemeijer (2013),
valudu,[va?ludu],Substantivo,Forro (Santome),Cocoseco. vidjan[vi?d??]? (n.)Vizinho.,,,Araujo & Hagemeijer (2013),
vamplega,[v???pl?ga],Substantivo,Forro (Santome),Técnicadeconstruçãodepa- vidola[vi?d?la](n.)1.Libelinha. 2.Libélula.,,,Araujo & Hagemeijer (2013),
redesàbasederamosdepalmeira. viga,[?viga],Substantivo,Forro (Santome),Barrote. 2.Prumo. 3.Viga.,,,Araujo & Hagemeijer (2013),
vangana,[v?g? a?na],Verbo,Forro (Santome),Cambalear. vigalu[vi?galu](n.)Vigário.,,,Araujo & Hagemeijer (2013),
vanjeli,[v?????li],Substantivo,Forro (Santome),Evangelho. vija[vi??a](v.)Vigiar.Cf.vidja.,,,Araujo & Hagemeijer (2013),
vantaji,[v???ta?i],Substantivo,Forro (Santome),Vantagem. vijan[vi???]? (n.)Vizinho.Cf.vidjan.,,,Araujo & Hagemeijer (2013),
vantenadu,[v?t???nadu],Ideofone,Forro (Santome),Cf.poblivantenadu. viji[?vi?i](n.)1.Hímen. 2.Virgem.3.Virgindade.,,,Araujo & Hagemeijer (2013),
vantxi,[?v?t??i],Advérbio,Forro (Santome),Adiante. 2.Avante. 3.Em vijilanxya[vi?i?l???ja](n.)Vigilância.,,,Araujo & Hagemeijer (2013),
frente. vila,[?vila],Substantivo,Forro (Santome),Vila.,,,Araujo & Hagemeijer (2013),
vapô,[va?po],Substantivo,Forro (Santome),Barco. 2.Barcogrande. 3.Na- vilotxi[vi?l?t?i](n.)1.Broto. 2.Rebento.,,,Araujo & Hagemeijer (2013),
vio. vin,[?v?],Substantivo,Forro (Santome),Vinho.,,,Araujo & Hagemeijer (2013),
vawê,[?va?we],Expressão,Forro (Santome),Arregalar. vinagli[vi?nagli](n.)Vinagre.,,,Araujo & Hagemeijer (2013),
ve,[?v?],Adjetivo,Forro (Santome),Velho. vinda[?v?da](n.)Vinda.,,,Araujo & Hagemeijer (2013),
vê,[?ve],Substantivo,Forro (Santome),Vez. vingansa[v??g?s?a](n.)Vingança.,,,Araujo & Hagemeijer (2013),
vede,[v??d?],Adjetivo,Forro (Santome),Verdade. 2.Verdadeiro. vin-pema[?v??p?ma](n.)Vinhodepalma.,,,Araujo & Hagemeijer (2013),
vêdê,[?vede],Adjetivo,Forro (Santome),Imaturo. 2.Verde. 2.Pega-pega.Desmodiumadscendens. 3.Vintém.,,,Araujo & Hagemeijer (2013),
vede-vede,[v??d?v??d?],Advérbio,Forro (Santome),Deverdade. 2.Mes- vintxi[?v?t?i](num.)Vinte.,,,Araujo & Hagemeijer (2013),
veketekete,[?v?k??t?k??t?],Expressão,Forro (Santome),Velhíssimo. vita[vi?ta](v.)1.Evitar. 2.Repreender.,,,Araujo & Hagemeijer (2013),
vitamina,[vita?mina],Substantivo,Forro (Santome),Vitamina. vota[?v?ta](n.)1.Vez. 2.Volta.,,,Araujo & Hagemeijer (2013),
viva,[?viva],Substantivo,Forro (Santome),Viva. vota[v??ta](v.)Votar.,,,Araujo & Hagemeijer (2013),
vivê,[vi?ve],Substantivo,Forro (Santome),Vida. vovo[v??v?](v.)1.Desintegrar. 2.Infectar.,,,Araujo & Hagemeijer (2013),
vivêmentu,[vive?m?tu],Substantivo,Forro (Santome),Convivência. 2.Vivên- vu[?vu](id.)Cf.xêvu.,,,Araujo & Hagemeijer (2013),
cia. vugu,[vu?gu],Verbo,Forro (Santome),Agitar. 2.Lutarpelavida. 3.Mo-,,,Araujo & Hagemeijer (2013),
vivenxa,[vi?v???a],Substantivo,Forro (Santome),Amante. 2.Amásia.3.Con- ver.,,,Araujo & Hagemeijer (2013),
cubina. vuguvugu,[?vugu?vugu],Substantivo,Forro (Santome),Tocooupedaçodemadei-,,,Araujo & Hagemeijer (2013),
vivu,[?vivu],Adjetivo,Forro (Santome),Vivo. raqueéarremessadoparatirarfrutosdasárvoresou,,,Araujo & Hagemeijer (2013),
vivutatata,[?vivutata?ta],Expressão,Forro (Santome),Vivíssimo. utilizadocomoarma.,,,Araujo & Hagemeijer (2013),
vixkondji,[vi??kõd?i],Substantivo,Forro (Santome),Visconde. vumba[v??ba](v.)1.Desferir. 2.Enfiar.,,,Araujo & Hagemeijer (2013),
vixtidu,[vi??tidu],Substantivo,Forro (Santome),Vestido. vumbada[v??bada](n.) 1.Purgante. 2.Vumbada.,,,Araujo & Hagemeijer (2013),
vixu,[?vi?u],Substantivo,Forro (Santome),Vício. Misturadefolhasutilizadaparaotratamentodecóli-,,,Araujo & Hagemeijer (2013),
viya,[?vija],Substantivo,Forro (Santome),Hérnia. 2.Vagina. casemcrianças.,,,Araujo & Hagemeijer (2013),
viyuva,[vi?juva],Substantivo,Forro (Santome),Viúva. vunga[?v?ga](n.)1.Balanço. 2.Baloiço.,,,Araujo & Hagemeijer (2013),
viyuvu,[vi?juvu],Substantivo,Forro (Santome),Viúvo. vunga[v??ga](v.)Terrelaçõessexuais.,,,Araujo & Hagemeijer (2013),
viza,[vi?za],Verbo,Forro (Santome),Avisar. vungu[?v?gu](n.)1.Canção. 2.Cantiga. 3.Músi-,,,Araujo & Hagemeijer (2013),
vizadu,[vi?zadu],Adjetivo,Forro (Santome),Avisado. ca.,,,Araujo & Hagemeijer (2013),
vizita,[vi?zita],Substantivo,Forro (Santome),Visita. vunun[vu?n?](n.)Vunun.Ehretiascrobiculata.,,,Araujo & Hagemeijer (2013),
vlega,[vl??ga],Verbo,Forro (Santome),Abaixar. 2.Curvar. 3.Envergar. vunvun[v??v?](n.)Abelha.,,,Araujo & Hagemeijer (2013),
vlegonha,[vl??g??? a],Substantivo,Forro (Santome),Vergonha. mostodapalmeira.,,,Araujo & Hagemeijer (2013),
vlêmê,[vle?me],Adjetivo,Forro (Santome),Vermelho. to.,,,Araujo & Hagemeijer (2013),
vlêmêbababa,[vle?mebaba?ba],Expressão,Forro (Santome),Vermelhíssi- vuza[vu?za](v.)1.Celebrar. 2.Comemorar. 3.Inau-,,,Araujo & Hagemeijer (2013),
vlêmêmyamyamya,[vle?memjamja?mja],Expressão,Forro (Santome),Ver- vwa[?vwa](v.)1.Apressar(-se). 2.Correr. 3.Saltar V,,,Araujo & Hagemeijer (2013),
vlentêji,[vl??te?i],Substantivo,Forro (Santome),Entranhas. vwa-sata[?vwasa?ta](n.)1.Atalho. 2.Corta-mato.,,,Araujo & Hagemeijer (2013),
vlêtê,[vle?te],Verbo,Forro (Santome),Verter. vya[?vja](n.)Veia.,,,Araujo & Hagemeijer (2013),
vlidu,[?vlidu],Substantivo,Forro (Santome),Vidro. vyaji[?vja?i](n.)Viagem.,,,Araujo & Hagemeijer (2013),
vôdô,[?vodo],Substantivo,Forro (Santome),Balbúrdia. 2.Bando. vyantêlu[vj???telu](n.)Vinhateiro.,,,Araujo & Hagemeijer (2013),
vôlô,[vo?lo],Verbo,Forro (Santome),Repreender. 2.Zangar(-se). vyola[?vj?la](n.)1.Guitarra. 2.Violão.,,,Araujo & Hagemeijer (2013),
vonte,[v???t?],Substantivo,Forro (Santome),Interesse. 2.Vontade. vyolinu[vj??linu](n.)Violino.,,,Araujo & Hagemeijer (2013),
vonvon,[võ?võ],Advérbio,Forro (Santome),Àtoa. vyuva[?vjuva](n.)Viúva.Cf.viyuva.,,,Araujo & Hagemeijer (2013),
wagawaga,[?waga?waga],Substantivo,Forro (Santome),Erva-boi. Setariame- wê-lizu[?we?lizu](n.)Coragem.,Erva-boi,Setariame- wê-lizu[?we?lizu](n.,Araujo & Hagemeijer (2013),
gaphylla. wê-longô,[?we?lõgo],Adjetivo,Forro (Santome),Invejoso.,,,Araujo & Hagemeijer (2013),
walawala,[?wala?wala],Advérbio,Forro (Santome),Desarrumadamente. wê-longô[?we?lõgo](n.)1.Inveja. 2.Saudades.,,,Araujo & Hagemeijer (2013),
nengene,[?we?g??n??g??n?],Expressão,Forro (Santome),Olhosrelu-,,,Araujo & Hagemeijer (2013),
d w o a . ngila,[w?g? i?la],Advérbio,Forro (Santome),Emgrandequantidade. w w ê ê-p p in it t x a ip [ i ? t w x e i ? [ p ?w ?ta e ] p (n i? . t ) ?ip C i e ?t g ? o i] . (expr.) Olhos semi-,,,Araujo & Hagemeijer (2013),
vu,[we?tavu],Adjetivo,Forro (Santome),Oitavo.,,,Araujo & Hagemeijer (2013),
abertos. wê-txofodu,[?wet???f?du],Substantivo,Forro (Santome),Caolho. 2.Zaro-,,,Araujo & Hagemeijer (2013),
wê-bila,[?webi?la],Substantivo,Forro (Santome),Vertigem. lho.,,,Araujo & Hagemeijer (2013),
wê-bluku,[?we?bluku],Substantivo,Forro (Santome),Mau-olhado. wê-vilo[?wevi?l?](adj.) 1.Estrábico. 2.Vesgo.,,,Araujo & Hagemeijer (2013),
wê-glosu,[?we?gl?su],Adjetivo,Forro (Santome),Ganancioso. 2.Invejo- wê-xa[?we??a](adj.) 1.Ganancioso. 2.Invejoso.,,,Araujo & Hagemeijer (2013),
wê-gôdô,[?we?godo],Adjetivo,Forro (Santome),Guloso. wêyê[we?je](v.)Remediar.,,,Araujo & Hagemeijer (2013),
wê-kobo,[?we?k?b?],Substantivo,Forro (Santome),Olheiras. 2.Olhosfun- winiwini[wi?niwi?ni](n.) 1.Estilhaço. 2.Fragmen-,,,Araujo & Hagemeijer (2013),
wê-kota,[?wek??ta],Substantivo,Forro (Santome),Mácara. wô[?wo](v.)1.Estarmaduro. 2.Evoluir.3.Progre-,,,Araujo & Hagemeijer (2013),
wê-kubli,[?weku?bli],Substantivo,Forro (Santome),Aocontrário. 2.Deborco. dir.,,,Araujo & Hagemeijer (2013),
wê-kume,[?weku?m?],Substantivo,Forro (Santome),Wê-kume.Primeiraconcha ro.,,,Araujo & Hagemeijer (2013),
